Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
604,160,FV,Q1,Q1,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,,Q1,Gd,TA,PConc,Gd,TA,No,Unf,Q1,Unf,Q1,Q3,Q1,GasA,Ex,Y,SBrkr,Q1,Q1,Q1,Q2,0,0,2,1,2,1,Gd,4,Typ,0,,Detchd,2004.0,RFn,2,Q2,TA,TA,Y,Q1,Q3,Q1,Q1,Q1,Q1,,,,Q1,6,2010,WD,Normal,151000
605,20,RL,Q4,Q4,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,Q1,Gd,TA,PConc,Gd,TA,Mn,GLQ,Q3,Unf,Q1,Q3,Q4,GasA,Ex,Y,SBrkr,Q4,Q1,Q1,Q3,1,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2002.0,RFn,2,Q3,TA,TA,Y,Q2,Q2,Q1,Q1,Q1,Q1,,,,Q1,9,2008,WD,Normal,221000
606,60,RL,Q4,Q4,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1965,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,Q2,TA,TA,CBlock,TA,TA,No,BLQ,Q2,Unf,Q1,Q2,Q1,GasA,TA,Y,SBrkr,Q3,Q2,Q1,Q4,0,0,2,1,3,1,TA,7,Typ,3,Fa,Attchd,1965.0,Unf,2,Q3,TA,TA,Y,Q1,Q2,Q1,Q1,Q1,Q1,,,,Q1,10,2009,WD,Normal,205000
607,20,RL,Q4,Q4,Pave,,IR2,Low,AllPub,Corner,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,,Q1,TA,Gd,PConc,Gd,TA,No,GLQ,Q3,Unf,Q1,Q2,Q3,GasA,Gd,Y,SBrkr,Q2,Q1,Q1,Q1,1,0,1,0,3,1,Gd,6,Typ,0,,Detchd,2000.0,Unf,2,Q3,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,GdPrv,,Q1,11,2009,WD,Normal,152000
608,20,RL,Q3,Q2,Pave,,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,2Story,5,8,1948,2002,Gable,CompShg,MetalSd,MetalSd,,Q1,TA,Gd,CBlock,TA,Gd,No,GLQ,Q2,Unf,Q1,Q2,Q2,GasA,Ex,Y,SBrkr,Q3,Q2,Q1,Q4,1,0,3,0,3,1,Ex,8,Typ,0,,Attchd,1948.0,Unf,1,Q1,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,8,2006,WD,Normal,225000
609,70,RL,Q3,Q4,Pave,,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,6,1934,1998,Gable,CompShg,BrkFace,Wd Sdng,,Q1,TA,TA,PConc,Gd,TA,Mn,BLQ,Q2,Unf,Q1,Q3,Q2,GasA,TA,Y,SBrkr,Q4,Q2,Q1,Q4,0,0,2,1,4,1,TA,10,Typ,2,Gd,Basment,1934.0,Unf,2,Q2,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,9,2007,WD,Alloca,359100
610,20,RL,Q2,Q2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkCmn,Q2,TA,Fa,CBlock,TA,TA,Mn,Rec,Q3,Unf,Q1,Q1,Q3,GasA,Gd,Y,SBrkr,Q2,Q1,Q1,Q1,1,0,1,0,3,1,TA,5,Typ,0,,Attchd,1961.0,Unf,1,Q1,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,4,2007,WD,Normal,118500
611,60,RL,Q1,Q3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,9,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,Q2,Gd,TA,PConc,Ex,TA,Mn,GLQ,Q3,Unf,Q1,Q3,Q4,GasA,Ex,Y,SBrkr,Q4,Q1,Q1,Q4,1,0,2,1,3,1,Ex,8,Typ,2,Ex,Attchd,2000.0,Fin,3,Q4,TA,TA,Y,Q2,Q3,Q1,Q1,Q1,Q1,,,,Q1,5,2009,WD,Normal,313000
612,80,RL,Q1,Q3,Pave,,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,Q2,TA,TA,CBlock,Gd,TA,Av,ALQ,Q2,Unf,Q1,Q2,Q3,GasA,TA,Y,SBrkr,Q2,Q1,Q1,Q1,0,1,2,0,3,1,TA,6,Typ,1,TA,Attchd,1978.0,Unf,2,Q3,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,MnPrv,Shed,Q1,7,2007,WD,Normal,148000
613,60,RL,Q1,Q4,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,Q1,Gd,TA,PConc,Gd,TA,Av,GLQ,Q3,Unf,Q1,Q2,Q4,GasA,Ex,Y,SBrkr,Q3,Q1,Q1,Q4,1,0,2,1,3,1,Ex,7,Typ,1,TA,BuiltIn,2001.0,RFn,2,Q3,TA,TA,Y,Q1,Q3,Q1,Q1,Q1,Q1,,,,Q1,11,2009,WD,Normal,261500
614,20,RL,Q3,Q2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Feedr,Norm,1Fam,1Story,5,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,Q1,TA,TA,PConc,Gd,TA,No,ALQ,Q1,Unf,Q1,Q4,Q3,GasA,Ex,Y,SBrkr,Q3,Q1,Q1,Q1,0,0,1,0,3,1,TA,6,Typ,0,,,,,0,Q1,,,Y,Q1,Q2,Q1,Q1,Q1,Q1,,,,Q1,12,2007,New,Partial,147000
615,180,RM,Q1,Q1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,SFoyer,4,6,1972,1972,Gable,CompShg,CemntBd,CmentBd,,Q1,TA,TA,CBlock,Gd,TA,Av,LwQ,Q1,GLQ,Q1,Q1,Q1,GasA,Ex,Y,SBrkr,Q1,Q1,Q1,Q1,1,0,1,0,1,1,TA,3,Typ,0,,,,,0,Q1,,,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,5,2010,WD,Normal,75500
616,85,RL,Q4,Q2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,SFoyer,6,7,1963,1963,Gable,CompShg,MetalSd,MetalSd,BrkFace,Q1,TA,Gd,PConc,TA,TA,Gd,GLQ,Q3,Unf,Q1,Q1,Q2,GasA,Ex,Y,SBrkr,Q2,Q1,Q1,Q1,1,0,1,0,3,1,Gd,6,Typ,0,,Attchd,1963.0,RFn,2,Q2,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,MnPrv,,Q1,5,2010,WD,Abnorml,137500
617,60,RL,Q1,Q2,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,,Q1,Gd,TA,PConc,Gd,TA,No,GLQ,Q2,Unf,Q1,Q2,Q1,GasA,Ex,Y,SBrkr,Q1,Q1,Q1,Q3,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,Fin,2,Q2,TA,TA,Y,Q1,Q3,Q1,Q1,Q1,Q1,,,,Q1,6,2006,WD,Normal,183200
618,45,RL,Q2,Q1,Pave,,Reg,HLS,AllPub,Corner,Mod,NAmes,Artery,Norm,1Fam,1.5Unf,6,6,1954,1954,Gable,CompShg,MetalSd,MetalSd,,Q1,TA,TA,CBlock,TA,TA,No,Unf,Q1,Unf,Q1,Q4,Q2,GasA,Gd,Y,SBrkr,Q1,Q1,Q1,Q1,0,0,1,0,2,1,Gd,4,Typ,0,,Detchd,1962.0,Unf,2,Q3,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,6,2008,WD,Normal,105500
619,20,RL,Q4,Q4,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,Q2,Ex,TA,PConc,Ex,TA,Av,GLQ,Q1,Unf,Q1,Q4,Q4,GasA,Ex,Y,SBrkr,Q4,Q1,Q1,Q4,0,0,2,0,3,1,Gd,9,Typ,1,Gd,Attchd,2007.0,Unf,3,Q4,TA,TA,Y,Q1,Q3,Q1,Q1,Q1,Q1,,,,Q1,7,2007,New,Partial,314813
620,60,RL,Q4,Q4,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,Stone,Q2,Gd,TA,PConc,Gd,TA,Gd,GLQ,Q3,Unf,Q1,Q3,Q4,GasA,Ex,Y,SBrkr,Q4,Q2,Q1,Q4,1,0,2,1,4,1,Gd,10,Typ,2,Gd,Attchd,2003.0,Fin,3,Q4,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,8,2008,WD,Normal,305000
621,30,RL,Q2,Q2,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,3,1914,1950,Gable,CompShg,Stucco,Stucco,,Q1,TA,TA,BrkTil,TA,TA,No,BLQ,Q1,Unf,Q1,Q4,Q2,GasA,TA,N,FuseF,Q1,Q1,Q1,Q1,1,0,1,0,2,1,TA,5,Typ,0,,,,,0,Q1,,,N,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,9,2008,WD,Normal,67000
622,60,RL,Q4,Q3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,7,1974,1997,Gable,CompShg,HdBoard,HdBoard,,Q1,TA,TA,CBlock,TA,TA,No,ALQ,Q3,Rec,Q1,Q2,Q4,GasA,TA,Y,SBrkr,Q4,Q2,Q1,Q4,0,0,2,1,4,1,TA,9,Typ,1,TA,Attchd,1974.0,RFn,2,Q4,TA,TA,Y,Q1,Q3,Q1,Q1,Q1,Q1,,,,Q1,6,2008,WD,Normal,240000
623,20,RL,Q3,Q1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,Q1,TA,TA,CBlock,TA,TA,No,BLQ,Q2,Unf,Q1,Q2,Q2,GasA,TA,Y,SBrkr,Q2,Q1,Q1,Q1,0,0,1,0,3,1,TA,6,Typ,0,,Detchd,1986.0,Unf,2,Q3,TA,TA,Y,Q2,Q1,Q1,Q1,Q1,Q1,,,,Q1,7,2009,WD,Normal,135000
624,160,FV,Q1,Q1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,Q2,Gd,TA,PConc,Gd,TA,No,GLQ,Q2,Unf,Q1,Q2,Q1,GasA,Ex,Y,SBrkr,Q1,Q2,Q1,Q3,0,0,2,1,2,1,Gd,4,Typ,1,TA,Detchd,2000.0,Unf,2,Q2,TA,TA,Y,Q1,Q2,Q1,Q1,Q1,Q1,,,,Q1,6,2007,WD,Normal,168500
625,60,RL,Q4,Q3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,,Q2,TA,TA,CBlock,TA,TA,No,Rec,Q1,Unf,Q1,Q3,Q1,GasA,Gd,Y,SBrkr,Q2,Q2,Q1,Q4,1,0,1,2,4,1,TA,8,Min2,1,TA,Attchd,1972.0,RFn,2,Q3,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,11,2006,WD,Normal,165150
626,20,RL,Q4,Q3,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,Q2,TA,TA,CBlock,TA,TA,No,Unf,Q1,Unf,Q1,Q4,Q3,GasA,TA,Y,SBrkr,Q3,Q1,Q1,Q1,0,0,1,1,3,1,TA,5,Typ,0,,Attchd,1962.0,Unf,2,Q2,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,2,2010,WD,Normal,160000
627,20,RL,Q1,Q4,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1978,Hip,CompShg,Wd Sdng,Wd Sdng,,Q1,TA,TA,CBlock,TA,TA,No,Unf,Q1,Unf,Q1,Q4,Q2,GasA,TA,Y,SBrkr,Q4,Q1,Q1,Q2,0,0,1,0,3,1,TA,6,Min1,1,TA,Attchd,1960.0,RFn,1,Q1,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,GdWo,Shed,Q1,8,2007,WD,Normal,139900
628,80,RL,Q4,Q3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1955,1972,Gable,CompShg,AsbShng,AsbShng,BrkFace,Q1,TA,TA,CBlock,TA,TA,Av,BLQ,Q2,LwQ,Q1,Q2,Q3,GasA,Ex,Y,SBrkr,Q4,Q1,Q1,Q3,1,0,1,0,3,1,TA,7,Typ,2,Gd,Basment,1955.0,RFn,1,Q2,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,3,2010,WD,Normal,153000
629,60,RL,Q3,Q4,Pave,,IR1,HLS,AllPub,Inside,Sev,NAmes,Norm,Norm,1Fam,2Story,5,5,1969,1969,Gable,CompShg,Plywood,Plywood,BrkFace,Q2,TA,TA,PConc,Gd,TA,Av,Rec,Q2,Unf,Q1,Q2,Q3,GasA,TA,Y,SBrkr,Q2,Q2,Q1,Q4,0,1,1,2,5,1,Fa,9,Typ,2,TA,Attchd,1969.0,Unf,2,Q3,TA,TA,Y,Q2,Q1,Q1,Q1,Q1,Q1,,,,Q1,9,2007,WD,Family,135000
630,80,RL,Q4,Q2,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,SLvl,6,5,1964,1964,Gable,WdShngl,Plywood,Wd Sdng,BrkFace,Q2,TA,TA,CBlock,TA,TA,Gd,GLQ,Q2,Rec,Q1,Q2,Q3,GasA,TA,Y,SBrkr,Q3,Q1,Q1,Q2,1,0,1,1,3,1,TA,6,Typ,0,,Attchd,1964.0,RFn,2,Q3,TA,TA,Y,Q2,Q1,Q1,Q1,Q1,Q1,,GdPrv,,Q1,6,2008,WD,Normal,168500
631,70,RM,Q2,Q2,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,5,6,1880,1991,Gable,CompShg,VinylSd,VinylSd,,Q1,TA,TA,BrkTil,Fa,Fa,No,Unf,Q1,Unf,Q1,Q3,Q1,GasA,TA,Y,FuseA,Q3,Q1,Q1,Q3,0,0,1,0,3,1,Ex,8,Typ,0,,Detchd,1937.0,Unf,1,Q1,Fa,Po,N,Q1,Q1,Q1,Q1,Q1,Q1,,MnPrv,,Q1,6,2006,WD,Abnorml,124000
632,120,RL,Q1,Q1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,Q1,Gd,TA,PConc,Gd,Gd,Mn,GLQ,Q1,Unf,Q1,Q4,Q4,GasA,Ex,Y,SBrkr,Q4,Q1,Q1,Q3,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2,Q4,TA,TA,Y,Q1,Q3,Q1,Q1,Q1,Q1,,,,Q1,8,2007,WD,Normal,209500
633,20,RL,Q4,Q4,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,Q2,TA,Gd,CBlock,TA,TA,No,ALQ,Q3,Unf,Q1,Q3,Q4,GasA,TA,Y,SBrkr,Q4,Q1,Q1,Q2,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1977.0,Fin,2,Q3,TA,TA,Y,Q2,Q1,Q1,Q1,Q1,Q1,,,,Q1,4,2009,WD,Family,82500
634,20,RL,Q4,Q2,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2005,Gable,CompShg,Wd Sdng,Wd Sdng,,Q1,TA,TA,CBlock,TA,TA,No,BLQ,Q2,LwQ,Q1,Q1,Q3,GasA,TA,Y,SBrkr,Q2,Q1,Q1,Q1,0,1,1,0,3,1,TA,6,Typ,0,,Attchd,1954.0,Unf,1,Q1,TA,TA,Y,Q2,Q1,Q1,Q1,Q1,Q1,,,,Q1,7,2007,WD,Normal,139400
635,90,RL,Q3,Q1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,,Q1,TA,TA,CBlock,TA,TA,No,GLQ,Q3,Unf,Q1,Q1,Q3,GasA,Gd,Y,SBrkr,Q2,Q1,Q1,Q1,2,0,0,0,0,2,TA,4,Typ,0,,Detchd,1980.0,Unf,2,Q3,TA,TA,Y,Q2,Q2,Q1,Q1,Q1,Q1,,GdPrv,Shed,Q1,6,2010,WD,Normal,144000
636,190,RH,Q2,Q3,Pave,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Feedr,Norm,2fmCon,2.5Fin,6,7,1914,1995,Hip,CompShg,VinylSd,VinylSd,,Q1,Fa,TA,CBlock,TA,Fa,No,LwQ,Q1,Unf,Q1,Q4,Q4,GasA,Ex,Y,FuseA,Q4,Q2,Q1,Q4,0,0,2,0,8,2,Fa,14,Typ,0,,,,,0,Q1,,,N,Q1,Q3,Q1,Q1,Q1,Q1,,,,Q1,3,2007,WD,Abnorml,200000
637,30,RM,Q2,Q1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,2,3,1936,1950,Gable,CompShg,AsbShng,AsbShng,,Q1,Fa,Fa,BrkTil,TA,Fa,No,Unf,Q1,Unf,Q1,Q2,Q1,Grav,Fa,N,FuseA,Q1,Q1,Q1,Q1,0,0,1,0,1,1,Fa,4,Maj1,1,Po,,,,0,Q1,,,N,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,1,2009,ConLw,Normal,60000
638,190,RM,Q2,Q1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,,Q1,TA,TA,CBlock,TA,TA,No,Unf,Q1,Unf,Q1,Q4,Q2,GasA,TA,Y,FuseA,Q1,Q1,Q1,Q2,0,0,2,0,3,2,Gd,7,Typ,0,,BuiltIn,1954.0,Unf,1,Q1,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,11,2009,WD,Normal,93000
639,30,RL,Q3,Q2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7,1910,1950,Gable,CompShg,MetalSd,Wd Sdng,,Q1,TA,TA,CBlock,Fa,TA,No,Unf,Q1,Unf,Q1,Q3,Q2,GasA,Gd,Y,FuseA,Q1,Q1,Q1,Q1,0,0,1,0,2,1,TA,4,Typ,0,,,,,0,Q1,,,P,Q2,Q1,Q1,Q1,Q1,Q1,,MnPrv,,Q1,5,2008,WD,Normal,85000
640,120,RL,Q2,Q1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,,Q1,Gd,TA,PConc,Gd,Gd,Av,GLQ,Q3,Unf,Q1,Q2,Q4,GasA,Ex,Y,SBrkr,Q4,Q1,Q1,Q3,1,0,2,0,1,1,Ex,7,Typ,1,Gd,Attchd,2006.0,Fin,3,Q4,TA,TA,Y,Q2,Q1,Q1,Q1,Q1,Q1,,,,Q1,10,2006,New,Partial,264561
641,120,RL,Q2,Q4,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2003,2004,Hip,CompShg,MetalSd,MetalSd,BrkFace,Q2,Ex,TA,PConc,Ex,TA,Gd,GLQ,Q3,Unf,Q1,Q2,Q4,GasA,Ex,Y,SBrkr,Q4,Q1,Q1,Q3,0,0,1,1,1,1,Ex,6,Typ,1,Gd,Attchd,2003.0,RFn,2,Q4,TA,TA,Y,Q2,Q3,Q1,Q1,Q1,Q1,,,,Q1,4,2008,WD,Normal,274000
642,60,FV,Q1,Q1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,,Q1,Gd,TA,PConc,Gd,TA,No,GLQ,Q3,Unf,Q1,Q2,Q3,GasA,Ex,Y,SBrkr,Q2,Q2,Q1,Q4,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2001.0,Fin,2,Q4,TA,TA,Y,Q1,Q3,Q1,Q1,Q1,Q1,,,,Q1,5,2007,WD,Normal,226000
643,80,RL,Q3,Q4,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,8,7,1972,1995,Gable,CompShg,Plywood,Wd Sdng,,Q1,Gd,TA,CBlock,Gd,TA,Gd,GLQ,Q3,Unf,Q1,Q3,Q4,GasA,Gd,Y,SBrkr,Q4,Q1,Q1,Q4,1,0,2,1,4,1,Ex,9,Typ,3,TA,Attchd,1972.0,Fin,2,Q3,TA,TA,Y,Q2,Q3,Q1,Q1,Q1,Q1,,MnPrv,,Q1,7,2009,WD,Normal,345000
644,60,RL,Q4,Q3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,5,5,1969,1969,Mansard,CompShg,WdShing,HdBoard,BrkFace,Q2,TA,TA,CBlock,TA,TA,No,Rec,Q2,BLQ,Q1,Q1,Q1,GasA,Ex,Y,SBrkr,Q1,Q2,Q1,Q3,0,0,2,1,4,1,TA,7,Min1,0,,Attchd,1969.0,Fin,2,Q2,TA,TA,Y,Q2,Q1,Q1,Q1,Q1,Q1,,GdWo,,Q1,4,2007,WD,Normal,152000
645,20,FV,Q4,Q2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,Q1,Ex,TA,PConc,Ex,TA,Mn,GLQ,Q3,Unf,Q1,Q3,Q4,GasA,Ex,Y,SBrkr,Q4,Q1,Q1,Q3,1,0,2,1,2,1,Ex,7,Typ,1,Gd,Attchd,2009.0,Fin,3,Q2,TA,TA,Y,Q2,Q3,Q1,Q1,Q1,Q1,,,,Q1,10,2009,New,Partial,370878
646,20,RL,Q1,Q3,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1971,1971,Hip,CompShg,Plywood,Plywood,,Q1,TA,TA,CBlock,TA,TA,No,ALQ,Q1,LwQ,Q1,Q3,Q2,GasA,TA,Y,SBrkr,Q2,Q1,Q1,Q1,1,0,1,1,3,1,TA,5,Typ,0,,Detchd,1979.0,Unf,2,Q3,TA,TA,Y,Q1,Q3,Q1,Q1,Q1,Q1,,,,Q1,3,2007,WD,Normal,143250
647,20,RL,Q2,Q1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1950,1950,Hip,CompShg,MetalSd,MetalSd,,Q1,TA,TA,CBlock,,,,,Q1,,Q1,Q1,Q1,GasA,Gd,Y,SBrkr,Q2,Q1,Q1,Q1,0,0,1,0,3,1,TA,7,Min1,0,,Detchd,1950.0,Unf,2,Q2,TA,TA,Y,Q1,Q2,Q1,Q1,Q1,Q1,,,,Q1,7,2008,WD,Normal,98300
648,20,RL,Q4,Q3,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,Q2,TA,TA,CBlock,TA,TA,Mn,Rec,Q2,Unf,Q1,Q3,Q3,GasA,Ex,Y,SBrkr,Q3,Q1,Q1,Q1,0,0,1,0,3,1,TA,5,Typ,2,Gd,Attchd,1953.0,RFn,2,Q3,TA,TA,Y,Q1,Q1,Q1,Q1,Q1,Q1,,,,Q1,6,2008,WD,Normal,155000
649,60,RL,Q3,Q2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,Q2,TA,TA,CBlock,TA,TA,No,Unf,Q1,Unf,Q1,Q3,Q1,GasA,TA,Y,SBrkr,Q2,Q2,Q1,Q4,0,0,1,1,4,1,TA,7,Typ,1,TA,Attchd,1966.0,Unf,2,Q2,TA,TA,Y,Q1,Q3,Q1,Q1,Q1,Q1,,,,Q1,6,2010,WD,Normal,155000
650,180,RM,Q1,Q1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,6,1970,1970,Gable,CompShg,CemntBd,CmentBd,,Q1,TA,TA,CBlock,Gd,TA,Av,BLQ,Q1,GLQ,Q1,Q1,Q1,GasA,Gd,Y,SBrkr,Q1,Q1,Q1,Q1,1,0,1,0,1,1,TA,3,Typ,0,,,,,0,Q1,,,Y,Q1,Q1,Q1,Q1,Q1,Q1,,MnPrv,,Q1,12,2007,WD,Normal,84500
